Address,Latitude,Longitude
"1247 AVENUE DE LA HOUILLE BLANCHE, 73000 CHAMBERY",45.5648,5.9178
"RUE FELIX PERRIER, 26400 CREST",44.7291,5.0221
"1 RUE NOTRE DAME, 26150 DIE",44.7531,4.3701
"PLACE DE LA REPUBLIQUE, 26800 ETOILE SUR RHONE",44.8371,4.8941
"3 PLACE DE L EGLISE, 38330 ST ISMIER",45.2481,5.8261
"134 RUE DES ALLOBROGES, 73290 LA MOTTE SERVOLEX",45.5961,5.8791
"AVENUE LEON AUBIN, 26250 LIVRON SUR DROME",44.7671,4.8431
"CHEF LIEU, 74360 ABONDANCE",46.2812,6.7222
"ROUTE DU GOLF, 74500 EVIAN LES BAINS",46.3992,6.5862
"20 PLACE DE LA POSTE, 74110 MORZINE",46.1801,6.7041
"5310 ROUTE DU LAC, 73470 NOVALAISE",45.5951,5.7721
"CHEF LIEU, 74500 ST PAUL EN CHABLAIS",46.3791,6.6301
"5267 SAMOENS, 74340 SAMOENS",46.0821,6.7271
"49 AVENUE GENERAL LECLERC, 38950 ST MARTIN LE VINOUX",45.2051,5.7151
"11 AVENUE DU VERCORS, 26120 MONTELIER",44.9391,5.0321
"5116 LE VILLAGE, 26120 MONTMEYRAN",44.8341,4.9751
"RUE DES CORSINS, 74440 TANINGES",46.1071,6.5911
"5699 IMPASSE DU VIEUX TANINGES, 74440 TANINGES",46.1072,6.5912
"111 BOULEVARD DE LA REPUBLIQUE, 38190 FROGES",45.2731,5.9231
"135 ALLEE AUGUSTE DELAUNE, 26800 PORTES LES VALENCE",44.8731,4.8761
"97 ROUTE DES 3 VILLAGES, 38660 PLATEAU DES PETITES ROCHES",45.3091,5.8791
"5086 LE VILLAGE, 26400 SAOU",44.6451,5.0611
"PLACE DE L EGLISE, 38660 LE TOUVET",45.3582,5.9482
"145 LE BOURG, 38380 ST PIERRE DE CHARTREUSE",45.3421,5.8141
"AVENUE DES TIRIGNONS, 38570 GONCELIN",45.3421,5.9781
"RUE DE LA POSTE, 38570 LE CHEYLAS",45.3721,5.9921
"200 CHEMIN DE L ALLIU, 73420 VIVIERS DU LAC",45.6481,5.9061
"RUE DE ROCHEPLEINE, 38120 ST EGREVE",45.2312,5.6832
"77 CHEMIN RURAL DE L’AIGLETTE, 01170 GEX",46.3331,6.0581
"RUE NICOLAS APPERT, 01630 ST GENIS POUILLY",46.2431,6.0221
"31 AVENUE PAUL COCAT, 38100 GRENOBLE",45.1886,5.7246
"127 PLACE DE L EGLISE, 01220 DIVONNE LES BAINS",46.3571,6.1361
"3 AVENUE DU 8 MAI 1945, 38400 ST MARTIN D HERES",45.1662,5.7632
"1449 AVENUE DE LA REPUBLIQUE, 07500 GUILHERAND GRANGES",44.9333,4.8731
"350 RUE MONTGOLFIER, 07500 GUILHERAND GRANGES",44.9334,4.8732
"342 RUE BRIAND STRESEMANN, 01710 THOIRY",46.2361,5.9791
"88 CHEMIN DE L EGLISE, 01280 PREVESSIN MOENS",46.2551,6.0801
"7 RUE DOCTEUR SCHWEITZER, 38100 GRENOBLE",45.1887,5.7247
"3 PLACE DE LA REPUBLIQUE, 38400 ST MARTIN D HERES",45.1663,5.7633
"132 PLACE CHARLES DE GAULLE, 74300 CLUSES",46.0602,6.5792
"48 RUE DE STALINGRAD, 38100 GRENOBLE",45.1888,5.7248
"40 RUE DES MURIERS, 38110 ST JEAN DE SOUDAIN",45.5741,5.4281
"2 RUE PIERRE TRAPPIER, 74300 CLUSES",46.0603,6.5793
"34 PLACE DE L EGLISE, 74300 MAGLAND",46.0211,6.6211
"44 RUE DE LA MAIRIE, 74460 MARNAZ",46.0604,6.5261
"RUE DE LA GORGE DU CE, 74130 MONT SAXONNEX",46.0531,6.4831
"5061 LES SIXTS, 74450 ST JEAN DE SIXT",45.9221,6.4101
"21 PLACE DU FORON, 74950 SCIONZIER",46.0581,6.5511
"5062 RESIDENCE LA CHAPELLE, 01410 LELEX",46.3021,5.9421
"23 RUE DE LA POSTE, 74300 THYEZ",46.0822,6.5361
"15 RUE ALBERT RECOURA, 38100 GRENOBLE",45.1889,5.7249
"19 RUE DE LA REPUBLIQUE, 07130 ST PERAY",44.9451,4.8431
"4 RUE PAUL LANGEVIN, 07130 ST PERAY",44.9452,4.8432
"5 PLACE JEAN ETIENNE CHAMPIONNET, 26000 VALENCE",44.9335,4.8923
"136 CHEMIN DES HUGUENOTS Bâtiment 4, 26000 VALENCE",44.9336,4.8924
"4 RUE GEORGES BIZET, 26000 VALENCE",44.9337,4.8925
"3 RUE ALBERT EINSTEIN, 26000 VALENCE",44.9338,4.8926
"1 RUE GIOACCHINO ROSSINI, 26000 VALENCE",44.9339,4.8927
"47 COURS MANUEL DE FALLA, 26000 VALENCE",44.9340,4.8928
"253 AVENUE VICTOR HUGO, 26000 VALENCE",44.9341,4.8929
"15 RUE DES ACACIAS, 01170 GEX",46.3332,6.0582
"119 AVENUE DE LA REPUBLIQUE, 01630 ST GENIS POUILLY",46.2432,6.0222
"3 AVENUE DU 8 MAI 1945, 38400 ST MARTIN D HERES",45.1664,5.7634
"88 AVENUE RHIN ET DANUBE, 38100 GRENOBLE",45.1890,5.7250
"4 QUARTIER DU PONT, 07800 BEAUCHASTEL",44.8261,4.8031
"52 RUE DE LA REPUBLIQUE, 01200 VALSERHONE",46.1081,5.8231
"14 AVENUE ALBERT 1er DE BELGIQUE, 38000 GRENOBLE",45.1891,5.7251
"94 ALLEE MARYSE BASTIE, 01200 VALSERHONE",46.1082,5.8232
"12 RUE DE LA REPUBLIQUE, 38000 GRENOBLE",45.1892,5.7252
"61 BOULEVARD MARECHAL FOCH, 38100 GRENOBLE",45.1893,5.7253
"30 BOULEVARD GAMBETTA, 38110 LA TOUR DU PIN",45.5651,5.4461
"1 RUE DE L ABBATIALE, 38890 ST CHEF",45.6341,5.3661
"24 ROUTE DU POUZIN, 07800 LA VOULTE SUR RHONE",44.8001,4.7791
"1 PLACE VICTOR HUGO, 07270 LAMASTRE",44.9851,4.5801
"21 RUE FERDINAND HEROLD, 07270 LAMASTRE",44.9852,4.5802
"IMPASSE DU LEVANT, 26270 LORIOL SUR DROME",44.7511,4.8221
"PLACE DE L EGLISE, 26270 LORIOL SUR DROME",44.7512,4.8222
"38 AVENUE MARECHAL RANDON, 38000 GRENOBLE",45.1894,5.7254
"5 RUE MARCEL NICOLAS, 07250 LE POUZIN",44.7541,4.7471
"18 RUE HENRI BARBUSSE, 38100 GRENOBLE",45.1895,5.7255
"1 PLACE EMILE LOUBET, 26270 SAULCE SUR RHONE",44.7031,4.7981
"15 RUE BEYLE STENDHAL, 38000 GRENOBLE",45.1896,5.7256
"134 RUE DU FORT, 01550 COLLONGES",46.1391,5.9041
"84 RUE CENTRALE, 74270 FRANGY",46.0191,5.9291
"5211 PARC FRANCOIS DE MENTHON, 74290 MENTHON ST BERNARD",45.8621,6.1961
"ZONE INDUSTRIELLE DES BONNETS, 74270 MUSIEGES",46.0151,5.9521
"60 PLACE DES PLEIADES, 74800 ST PIERRE EN FAUCIGNY",46.0611,6.3731
"22 PLACE DE L ORME, 74910 SEYSSEL",45.9581,5.8321
"CHEF LIEU, 74290 TALLOIRES MONTMIN",45.8411,6.2131
"7 PLACE DE L HOTEL DE VILLE, 74230 THONES",45.8821,6.3251
"7 RUE DU MONT CHARVIN, 74230 THONES",45.8822,6.3252
"ALLEE DES PEUPLIERS, 38780 PONT EVEQUE",45.5311,4.9141
"9 RUE ANTONIN CALIXTE, 07240 VERNOUX EN VIVARAIS",44.8961,4.6451
"5 PLACE ROBERT SCHUMAN, 38000 GRENOBLE",45.1897,5.7257
"9002 AVENUE LOUIS ANTERIOU, 07800 LA VOULTE SUR RHONE",44.8002,4.7792
"2 RUE JOSEPH VEYET, 38780 PONT EVEQUE",45.5312,4.9142
"AVENUE DES FLEURS, 38790 DIEMOZ",45.5901,5.1011
"AVENUE JEAN JAURES, 26160 LA BEGUDE DE MAZENC",44.5451,4.9351
"ROUTE DE NYONS, 26460 BOURDEAUX",44.5861,5.1331
"PLACE DU PORTALET, 26170 BUIS LES BARONNIES",44.2751,5.2741
"5001 LE VILLAGE, 26450 CLEON D ANDRAN",44.6111,4.9351
"1 AVENUE VICTORIA, 73100 AIX LES BAINS",45.6883,5.9123
"75 RUE ANDRE MALRAUX, 74300 CLUSES",46.0605,6.5794
"11 BOULEVARD MARECHAL LYAUTEY, 38000 GRENOBLE",45.1898,5.7258
"QUAI ROGER MORIN, 26220 DIEULEFIT",44.5231,5.0661
"8 RUE FRANCOIS GERIN, 38360 SASSENAGE",45.2062,5.6632
"PLACE DU CHAMP DE MARS, 26310 LUC EN DIOIS",44.6151,5.4591
"2 RUE DE L ATELIER, 38160 ST MARCELLIN",45.1542,5.3212
"30 AVENUE HENRI ROCHIER, 26110 NYONS",44.3601,5.1391
"5189 LE VILLAGE, 26510 REMUZAT",44.3131,5.3561
"180 LA TUILLIERE, 26340 SAILLANS",44.6971,5.1971
"97 ROUTE DES 3 VILLAGES, 38600 PLATEAU DE PETITES ROCHES",45.3092,5.8792
"138 ROUTE DU CENTRE, 74410 ST JORIOZ",45.8341,6.1641
"CHEMIN DE RONDE, 73170 YENNE",45.7041,5.7581
"4450 ROUTE D ALBERTVILLE, 74320 SEVRIER",45.8641,6.1401
"4550 ROUTE D ALBERTVILLE, 74320 SEVRIER",45.8642,6.1402
"5219 LE BOURG, 26770 TAULIGNAN",44.4441,4.9811
"1 RUE CALLISTO, 74650 CHAVANOD",45.8891,6.0371
"68 RUE CASSIOPEE, 74650 CHAVANOD",45.8892,6.0372
"6 RUE DE L ANNEXION, 74000 ANNECY",45.9013,6.1173
"20 AVENUE DE LA HOUILLE BLANCHE, 38170 SEYSSINET PARISET",45.1782,5.6882
"15 RUE LOUIS BRAILLE, 38300 BOURGOIN JALLIEU",45.5862,5.2772
"5132 RUE DE LA POSTE, 26780 CHATEAUNEUF DU RHONE",44.4851,4.7171
"1B BATIMENT A RUE DU GRAND PONT, 74270 FRANGY",46.0192,5.9292
"SQUARE LUCIEN AGNEL, 01700 MIRIBEL",45.8231,4.9521
"15 RUE GAMBETTA, 26140 ANNEYRON",45.2711,4.8821
"36 COURS BRILLIER, 38200 VIENNE",45.5251,4.8741
"PLACE DES TERREAUX, 38270 BEAUREPAIRE",45.3371,5.0541
"2 RUE DU SOUILLIER, 38260 LA COTE ST ANDRE",45.3941,5.2611
"CHEMIN DE SAINT ALBAN, 38200 VIENNE",45.5252,4.8742
"21 CITE VERTE, 38510 MORESTEL",45.6761,5.4701
"5 PLACE DE MAIRIE, 74140 YVOIRE",46.3701,6.3261
"PLACE DU 19 MARS 1962, 26330 CHATEAUNEUF DE GALAURE",45.2311,4.9561
"50 RUE DE LA LOI, 38460 CREMIEU",45.7241,5.2511
"5 Nicéphore Niepce, 38550 ST MAURICE L EXIL",45.3971,4.7751
"13 RUE DE LA REPUBLIQUE, 38260 LA COTE ST ANDRE",45.3942,5.2612
"17 RUE CERES, 38080 L ISLE D ABEAU",45.6171,5.2311
"2 PLACE DE L EUROPE, 26200 MONTELIMAR",44.5591,4.7501
"RUE EMILE MONIER, 26200 MONTELIMAR",44.5592,4.7502
"ALLEE MOLIERE, 26200 MONTELIMAR",44.5593,4.7503
"RUE DES GONNETS, 26390 HAUTERIVES",45.2542,5.0262
"9006 RUE HECTOR BERLIOZ, 38440 ST JEAN DE BOURNAY",45.5011,5.1391
"ZONE ARTISANALE DU BUISSON ROND, 38460 VILLEMOIRIEU",45.7261,5.2361
"ZONE ARTISANALE ORTIS, 26240 LAVEYRON",45.2001,4.8141
"PLACE PAUL DOUMER, 38540 HEYRIEUX",45.6291,5.1211
"PLACE DU CHATEAU, 38690 LE GRAND LEMPS",45.4351,5.4191
"3 RUE DE LA CALADE, 07000 PRIVAS",44.7331,4.5981
"3 PLACE PAUL MORAND, 38550 LE PEAGE DE ROUSSILLON",45.3721,4.7921
"2 PLACE DU GENERAL DE GAULLE, 07120 RUOMS",44.4531,4.3411
"26 AVENUE JEAN JAURES, 38150 ROUSSILLON",45.3722,4.8111
"RUE AVIT NICOLAS, 38150 SALAISE SUR SANNE",45.3461,4.8181
"21 AVENUE MARCELLIN BERTHELOT, 38200 VIENNE",45.5253,4.8743
"ZAC DES ECHARRIERES, 38440 ST JEAN DE BOURNAY",45.5012,5.1392
"ROUTE DE LA COUCOURDE, 26740 SAUZET",44.6031,4.8181
"9001 PLACE DE LA LIBERTE, 38370 LES ROCHES DE CONDRIEU",45.4521,4.7671
"RUE DE LA VALLEE VERTE, 74420 BOEGE",46.2081,6.4051
"5370 PLACE ALEXANDRE GAGNEUX, 38590 ST ETIENNE DE ST GEOIRS",45.3401,5.3441
"7 RUE EMILE ROMANET, 38370 ST CLAIR DU RHONE",45.4391,4.7731
"5275 COLIGNY LE HAUT, 01270 COLIGNY",46.3831,5.3461
"98 AVENUE DES CEDRES, 38280 VILLETTE D ANTHON",45.7951,5.1181
"3 RUE VINCENT TOUCHET, 07400 LE TEIL",44.5491,4.6831
"51 RUE PIERRE BONNARD, 38690 LE GRAND LEMPS",45.4352,5.4192
"31 GRANDE RUE, 38690 BIOL",45.4921,5.3851
"PLACE DE L EGLISE, 26210 ST SORLIN EN VALLOIRE",45.2871,4.9531
"8 PLACE CHARLIE CHAPLIN, 38300 BOURGOIN JALLIEU",45.5863,5.2773
"PLACE SAINT CHRISTOPHE, 38730 VILLAGES DU LAC DE PALADRU",45.4392,5.5511
"PLACE FREIHALDEN, 01480 ARS SUR FORMANS",45.9932,4.8232
"1010 ROUTE DES DOUANES, 38510 VEZERONCE CURTIN",45.6511,5.4671
